file,mode,x1,y1,x2,y2,block
sam_IMG_1917.JPG,1,1365,1294,2911,3024,not_blocked
sam_IMG_2567.JPG,1,2505,1451,4032,1850,not_blocked
heon_IMG_0854.JPG,0,2291,1290,2074,3024,not_blocked
sam_IMG_2402.JPG,4,1236,1608,985,3024,not_blocked
IMG_1982.JPG,0,1966,971,2130,3024,blocked
sam_IMG_1376.jpg,0,1950,1597,775,3024,not_blocked
IMG_1824.JPG,0,1688,902,1695,3024,not_blocked
john_IMG_0840.jpg,2,2110,1408,1602,3024,not_blocked
sam_IMG_1375.jpg,1,2080,1530,1528,3024,not_blocked
heon_IMG_1142.JPG,4,1928,863,3370,3024,not_blocked
john_IMG_0868.jpg,2,1992,1076,2247,3024,not_blocked
john_IMG_2158.jpg,2,2244,1130,1,2540,not_blocked
sam_IMG_1706.jpg,2,2195,1831,2171,3024,blocked
john_IMG_1783.jpg,3,2017,1384,1610,3024,not_blocked
john_IMG_0724.jpg,0,2116,984,243,3024,not_blocked
IMG_2098.JPG,0,1379,1142,4032,2895,not_blocked
john_IMG_2262.jpg,3,1718,1174,4032,2337,not_blocked
john_IMG_2056.jpg,2,2168,1094,1468,3024,not_blocked
john_IMG_2555.jpg,2,1807,2069,1983,3024,not_blocked
john_IMG_1381.jpg,1,2004,1042,2497,3024,not_blocked
sam_IMG_1476.jpg,1,2069,1598,4032,2699,blocked
john_IMG_2160.jpg,0,2098,1249,725,3024,not_blocked
sam_IMG_1084.jpg,2,1979,1621,2058,3024,not_blocked
john_IMG_1621.jpg,1,1962,1452,4032,2375,not_blocked
heon_IMG_0907.JPG,1,1468,1040,1753,3024,blocked
heon_IMG_1743.JPG,0,1933,1237,4032,2893,blocked
john_IMG_1402.jpg,2,1798,1111,1342,3024,blocked
john_IMG_0950.jpg,1,2268,1347,1353,3024,not_blocked
sam_IMG_0834.jpg,1,3200,1925,4032,2359,not_blocked
heon_IMG_1517.JPG,0,2914,1078,680,3024,not_blocked
sam_IMG_2138.JPG,4,2641,275,1,2971,not_blocked
sam_IMG_1079.jpg,0,1895,1596,2542,3024,not_blocked
john_IMG_2093.jpg,2,1719,847,1313,3023,not_blocked
IMG_2135.JPG,3,1088,1160,4032,2490,not_blocked
john_IMG_1498.jpg,0,2279,1078,515,3024,not_blocked
sam_IMG_2241.JPG,3,2797,1527,3061,3024,blocked
john_IMG_2248.jpg,3,2299,900,1,1955,not_blocked
john_IMG_0659.jpg,3,2078,1685,1382,3024,not_blocked
sam_IMG_2057.JPG,0,2396,1256,1441,3024,not_blocked
john_IMG_1856.jpg,1,1870,964,1022,3024,not_blocked
heon_IMG_0842.JPG,1,1881,1163,795,3024,not_blocked
sam_IMG_2455.JPG,3,2036,1518,555,3024,blocked
heon_IMG_0692.JPG,1,2199,1239,4017,3024,not_blocked
heon_IMG_1189.JPG,1,1659,1292,4024,2639,blocked
sam_IMG_1882.JPG,0,2842,1407,2096,3024,blocked
heon_IMG_1148.JPG,0,2170,1442,1,2726,not_blocked
john_IMG_2713.jpg,1,2361,1205,1,2896,not_blocked
john_IMG_0503.jpg,4,1850,1192,1316,3024,not_blocked
sam_IMG_1834.JPG,0,1850,1361,3834,3024,not_blocked
IMG_1860.JPG,0,1358,976,4032,2371,not_blocked
IMG_1793.JPG,3,1882,1216,2000,3024,not_blocked
IMG_2114.JPG,4,1482,1097,2544,3024,not_blocked
sam_IMG_2115.JPG,0,1462,1512,1102,3024,not_blocked
sam_IMG_1907.JPG,2,2585,1471,257,3024,not_blocked
john_IMG_1610.jpg,0,2062,1461,1,2521,not_blocked
heon_IMG_0688.JPG,1,2135,1316,1606,3024,blocked
IMG_2193.JPG,3,1465,1615,3657,3024,not_blocked
john_IMG_0688.jpg,2,1810,1455,3737,3024,not_blocked
sam_IMG_0881.jpg,3,2081,1746,3018,3024,not_blocked
sam_IMG_1588.jpg,2,2082,1534,3710,3024,not_blocked
sam_IMG_0983.jpg,1,1619,1689,882,3024,not_blocked
heon_IMG_1395.JPG,2,1422,1465,4028,2837,not_blocked
john_IMG_1603.jpg,4,1963,1107,3635,3021,not_blocked
heon_IMG_1210.JPG,2,1412,1000,4032,2357,not_blocked
sam_IMG_1622.jpg,3,1587,1614,4032,2843,not_blocked
john_IMG_1343.jpg,1,2405,1196,1,2271,not_blocked
heon_IMG_1254.JPG,3,2030,1217,3994,2717,blocked
john_IMG_0705.jpg,2,2245,1195,2670,3024,blocked
sam_IMG_0895.jpg,2,2215,1670,2708,3024,not_blocked
IMG_2082.JPG,1,849,1126,3420,2730,not_blocked
heon_IMG_1493.JPG,3,1837,1401,3279,3024,not_blocked
john_IMG_0509.jpg,0,2604,1194,4031,2053,not_blocked
john_IMG_1358.jpg,0,2367,1331,1451,3024,not_blocked
john_IMG_0541.jpg,1,2087,1216,2455,3024,not_blocked
john_IMG_2688.jpg,2,2081,1367,1,2940,not_blocked
john_IMG_1926.jpg,3,1831,1320,4032,2468,not_blocked
john_IMG_0682.jpg,3,2306,1472,2288,3024,not_blocked
sam_IMG_1784.JPG,0,1992,1282,2693,3024,not_blocked
heon_IMG_0669.JPG,1,1339,1680,2,2916,blocked
heon_IMG_1348.JPG,0,1973,1052,2705,3024,not_blocked
heon_IMG_1642.JPG,0,1639,1349,4032,2569,blocked
sam_IMG_1750.JPG,0,1817,1572,3272,2221,not_blocked
sam_IMG_1773.JPG,3,1962,1533,2069,3024,not_blocked
heon_IMG_1274.JPG,2,1655,1517,3611,3024,not_blocked
IMG_1959.JPG,4,1391,265,4032,1623,not_blocked
sam_IMG_1842.JPG,0,3392,1277,1615,3024,not_blocked
john_IMG_1589.jpg,0,1812,1031,1501,3024,not_blocked
heon_IMG_1470.JPG,2,2483,1568,1,2863,not_blocked
john_IMG_2367.jpg,0,2742,1287,398,3002,not_blocked
john_IMG_1003.jpg,3,2515,1228,471,3024,blocked
sam_IMG_2709.JPG,1,1852,1410,2745,3024,blocked
sam_IMG_1073.jpg,3,1944,1643,1362,3024,not_blocked
heon_IMG_1257.JPG,0,2019,1438,325,3021,not_blocked
heon_IMG_1385.JPG,1,2336,1265,1,2399,not_blocked
heon_IMG_0804.JPG,0,1838,1355,2574,3024,not_blocked
sam_IMG_1820.JPG,3,3196,1737,3118,3024,blocked
sam_IMG_8230.jpg,1,2529,1563,4005,3024,not_blocked
sam_IMG_1056.jpg,2,1988,1764,2638,3024,not_blocked
john_IMG_1622.jpg,2,2171,1280,2529,3024,not_blocked
heon_IMG_1379.JPG,0,2011,1312,4027,2992,not_blocked
john_IMG_2046.jpg,2,1892,1355,4032,2597,blocked
sam_IMG_2157.JPG,0,1634,1084,1,2563,not_blocked
sam_IMG_1012.jpg,1,2140,1781,2430,3024,not_blocked
IMG_2085.JPG,1,1140,840,4032,2395,not_blocked
sam_IMG_0817.jpg,3,2092,1679,2986,3024,not_blocked
sam_IMG_1611.jpg,2,2189,1857,837,3024,not_blocked
sam_IMG_0958.jpg,0,1769,1723,1500,3024,not_blocked
heon_IMG_1180.JPG,1,1563,1187,4032,2550,not_blocked
john_IMG_2170.jpg,3,2325,1207,1,2669,not_blocked
john_IMG_1974.jpg,1,1836,1082,4032,2218,not_blocked
sam_IMG_1699.jpg,2,2411,1350,2926,3024,not_blocked
IMG_1777.JPG,3,1877,1183,1274,3024,not_blocked
john_IMG_2604.jpg,3,2197,1523,2737,3011,not_blocked
sam_IMG_0891.jpg,1,1982,1772,2267,3024,not_blocked
john_IMG_0585.jpg,0,2056,1490,3795,3024,blocked
sam_IMG_0821.jpg,0,2268,1948,1909,3024,not_blocked
john_IMG_2801.jpg,1,2822,926,1,2573,not_blocked
heon_IMG_1377.JPG,3,2720,1407,76,3006,not_blocked
john_IMG_2627.jpg,1,1994,1345,2545,3024,not_blocked
sam_IMG_2491.JPG,1,1552,1368,3393,3024,not_blocked
john_IMG_2697.jpg,0,1887,1383,1929,3024,not_blocked
sam_IMG_2256.JPG,0,2205,1320,2299,3024,not_blocked
john_IMG_1490.jpg,1,2430,1459,4032,2782,not_blocked
heon_IMG_0633.JPG,0,2419,1612,3930,2035,blocked
sam_IMG_2080.JPG,2,2547,1489,533,3015,not_blocked
john_IMG_1750.jpg,0,2042,1313,4032,2531,not_blocked
heon_IMG_0579.JPG,4,56,1773,725,3024,not_blocked
heon_IMG_1421.JPG,2,2230,1289,2148,3024,not_blocked
heon_IMG_1285.JPG,3,1468,1774,3115,3024,not_blocked
heon_IMG_1147.JPG,0,1233,1321,2864,3024,not_blocked
heon_IMG_1034.JPG,1,1911,1238,565,3024,blocked
john_IMG_2415.jpg,3,1871,988,2002,3024,not_blocked
heon_IMG_0684.JPG,0,2038,1229,3552,3024,not_blocked
sam_IMG_1726 copy.jpg,1,1770,1460,2663,3024,not_blocked
IMG_2095.JPG,1,2403,1322,827,3024,not_blocked
john_IMG_1435.jpg,1,1784,1086,3126,3024,blocked
sam_IMG_2289.JPG,4,1493,1299,1615,3024,not_blocked
heon_IMG_0988.JPG,1,1889,930,2475,1698,not_blocked
john_IMG_1241.jpg,0,1845,1080,4032,2335,not_blocked
sam_IMG_1910.JPG,1,1863,1369,2,2530,blocked
heon_IMG_0985.JPG,3,2191,1179,4032,2305,not_blocked
john_IMG_1006.jpg,0,2108,1336,4021,2217,blocked
sam_IMG_1398.jpg,0,2319,1922,2946,3024,not_blocked
sam_IMG_2118.JPG,3,2091,1698,2465,3024,not_blocked
john_IMG_1492.jpg,0,2356,1205,4032,2498,blocked
john_IMG_2342.jpg,2,1488,846,4032,1803,not_blocked
sam_IMG_2293.JPG,1,1016,1006,1,2480,not_blocked
sam_IMG_2471.JPG,0,693,1265,941,3024,not_blocked
john_IMG_1286.jpg,2,2471,1149,1,2426,blocked
john_IMG_2603.jpg,2,2152,1505,2720,3024,not_blocked
john_IMG_2729.jpg,3,2264,1261,1799,3022,not_blocked
sam_IMG_2436.JPG,3,1802,1232,1073,3024,not_blocked
sam_IMG_1640.jpg,0,3175,1478,1707,3024,not_blocked
sam_IMG_2690.JPG,3,1834,1194,4029,3014,not_blocked
john_IMG_0954.jpg,1,2206,1426,4032,2407,not_blocked
heon_IMG_1483.JPG,3,2477,1409,24,2592,not_blocked
john_IMG_1679.jpg,3,1766,1210,2886,3024,not_blocked
IMG_2110.JPG,4,2850,1187,1,2577,not_blocked
sam_IMG_1099.jpg,0,1849,1689,1995,3024,not_blocked
john_IMG_1462.jpg,1,2122,1027,1,1800,blocked
john_IMG_1899.jpg,2,2309,1082,2092,3018,not_blocked
sam_IMG_2277.JPG,0,2721,1094,3255,3024,blocked
heon_IMG_1588.JPG,2,1609,1307,4032,2463,blocked
IMG_1939.JPG,0,1888,797,1820,3024,blocked
john_IMG_1291.jpg,0,2032,1189,2699,3024,not_blocked
john_IMG_2156.jpg,3,1482,1156,3625,3024,not_blocked
john_IMG_2541.jpg,3,1804,1924,836,3024,not_blocked
heon_IMG_0825.JPG,1,1856,1161,3147,3024,blocked
heon_IMG_1125.JPG,4,2198,1015,307,3024,not_blocked
john_IMG_2769.jpg,3,2085,1415,347,3024,not_blocked
john_IMG_2349.jpg,0,2504,1271,1,2349,blocked
IMG_1791.JPG,3,2388,1347,1,2625,not_blocked
sam_IMG_2044.JPG,0,1388,1590,3305,2896,blocked
sam_IMG_1786.JPG,1,3002,1250,2834,3024,not_blocked
sam_IMG_1821.JPG,2,1535,1462,1731,3024,blocked
sam_IMG_1275.jpg,3,2231,1338,4032,2078,not_blocked
sam_IMG_1501.jpg,3,1965,1725,2865,3024,blocked
john_IMG_0553.jpg,3,2215,1149,3628,3024,not_blocked
heon_IMG_1529.JPG,3,2162,1157,2612,3024,not_blocked
heon_IMG_0630.JPG,1,1310,1455,1,2114,not_blocked
sam_IMG_1112.jpg,3,1940,1920,2242,3024,not_blocked
sam_IMG_1179.jpg,1,1776,1668,2511,3024,not_blocked
sam_IMG_1564.jpg,2,2272,1695,2871,3024,not_blocked
john_IMG_0775.jpg,0,1878,974,2639,3024,not_blocked
john_IMG_0510.jpg,1,2361,1164,3628,3024,not_blocked
john_IMG_0625.jpg,2,2075,1455,968,3024,not_blocked
heon_IMG_0829.JPG,1,2119,1285,2030,3015,not_blocked
john_IMG_2317.jpg,0,2522,1140,1,2403,not_blocked
sam_IMG_2178.JPG,3,1671,1166,3187,3024,blocked
heon_IMG_0869.JPG,1,1982,1078,1803,3024,not_blocked
sam_IMG_2244.JPG,3,1010,1128,3005,3024,blocked
IMG_1922.JPG,4,2821,1088,697,3023,not_blocked
john_IMG_1400.jpg,1,2057,1083,1525,3019,blocked
heon_IMG_0737.JPG,0,2092,1550,2959,3024,not_blocked
heon_IMG_1172.JPG,0,1966,1597,2897,3024,blocked
john_39591545040085_.pic_hd.jpg,4,2613,1059,9,3024,not_blocked
john_IMG_1276.jpg,2,1752,1178,3680,2053,not_blocked
john_IMG_0996.jpg,1,2376,1300,1,2419,not_blocked
IMG_2070.JPG,0,2954,1104,1,2615,not_blocked
heon_IMG_1213.JPG,1,1705,1238,2028,3024,not_blocked
heon_IMG_0550.JPG,0,2385,1318,2753,3024,blocked
john_IMG_1964.jpg,3,2269,1257,1,2840,blocked
heon_IMG_1468.JPG,3,2475,1616,2873,3024,not_blocked
john_IMG_0751.jpg,3,1965,1236,733,3024,not_blocked
heon_IMG_1250.JPG,4,1940,991,1605,3024,blocked
john_IMG_2547.jpg,2,1495,1927,3207,3024,not_blocked
john_IMG_0768.jpg,0,2219,1464,4032,2717,not_blocked
heon_IMG_1446.JPG,3,1225,1356,4030,2792,not_blocked
heon_IMG_1662.JPG,2,2615,1505,259,3024,blocked
heon_IMG_1554.JPG,2,1496,1255,4032,2654,not_blocked
sam_IMG_0888.jpg,2,1960,1738,1918,3024,not_blocked
john_IMG_2171.jpg,2,2333,1175,1,2614,not_blocked
heon_IMG_0595.JPG,0,1731,1473,1867,2609,not_blocked
heon_IMG_1546.JPG,0,2200,1266,2092,3023,not_blocked
sam_IMG_1556.jpg,1,2394,1755,2747,3024,not_blocked
heon_IMG_0974.JPG,0,2375,1150,1,2269,not_blocked
john_IMG_1599.jpg,2,2142,967,1614,3023,not_blocked
john_IMG_2374.jpg,3,2499,1150,1,2526,blocked
john_IMG_1692.jpg,2,1885,944,2339,3024,not_blocked
sam_IMG_1323.jpg,1,1999,1669,590,2974,not_blocked
john_IMG_2765.jpg,1,1331,1281,3195,3017,not_blocked
heon_IMG_0892.JPG,1,1794,1077,3221,3024,not_blocked
heon_IMG_1386.JPG,1,1730,1311,1118,3024,not_blocked
john_IMG_2523.jpg,3,1979,1633,1863,3024,not_blocked
john_IMG_0650.jpg,0,776,1383,1,1635,not_blocked
john_IMG_1922.jpg,0,2183,1396,4032,2258,blocked
sam_IMG_1909.JPG,0,1843,1466,1,2394,blocked
sam_IMG_2173.JPG,2,1882,1152,1932,3024,not_blocked
heon_IMG_0792.JPG,0,1625,1264,1,2666,not_blocked
sam_IMG_2504.JPG,4,1660,362,2326,3024,not_blocked
sam_IMG_1488.jpg,4,2217,1371,1664,3024,not_blocked
sam_IMG_1929.JPG,4,1171,1009,1311,3024,not_blocked
sam_IMG_1164.jpg,2,2197,1352,4032,1783,not_blocked
sam_IMG_0783.jpg,1,2543,1640,3708,3024,not_blocked
sam_IMG_1871.JPG,0,2006,1505,760,3024,blocked
sam_IMG_5415.jpg,0,2420,1375,1,2929,not_blocked
john_IMG_2379.jpg,2,1485,1426,4032,2327,not_blocked
john_IMG_2660.jpg,3,2532,1215,1,2532,blocked
john_IMG_0726.jpg,2,1977,1021,3908,3024,not_blocked
sam_IMG_0700.jpg,0,2325,1689,3385,3024,not_blocked
john_IMG_0993.jpg,3,2338,1504,1,2871,not_blocked
sam_IMG_1551.jpg,0,1959,1703,1083,3024,not_blocked
sam_IMG_1103.jpg,0,2209,1946,3224,3024,not_blocked
heon_IMG_0866.JPG,1,2035,1254,1269,3024,not_blocked
heon_IMG_1539.JPG,0,2577,1699,1162,3024,not_blocked
IMG_1806.JPG,4,1096,405,4032,2503,not_blocked
sam_IMG_1847.JPG,0,1853,1777,1876,3024,not_blocked
sam_IMG_2657.JPG,0,2224,1370,675,2208,blocked
john_IMG_2302.jpg,1,1558,1059,4032,2175,not_blocked
john_IMG_2183.jpg,3,1520,1172,4032,2769,not_blocked
sam_IMG_2407.JPG,1,1066,1263,1537,3024,not_blocked
john_IMG_1002.jpg,3,2077,1091,2733,2761,blocked
john_IMG_1314.jpg,2,2282,1263,1,2624,not_blocked
john_IMG_2693.jpg,3,1304,1188,3518,3024,not_blocked
john_IMG_0796.jpg,2,2338,1453,1643,3024,not_blocked
heon_IMG_0828.JPG,0,2435,1973,2544,3024,blocked
john_IMG_1334.jpg,4,1953,935,2388,3016,not_blocked
john_IMG_2651.jpg,0,1802,1282,2362,3024,not_blocked
sam_IMG_2523.JPG,4,2936,949,1290,2640,blocked
john_IMG_1257.jpg,3,2146,1363,1,2506,not_blocked
john_IMG_2796.jpg,2,1837,1066,1936,3024,not_blocked
sam_IMG_2098.JPG,0,1239,1574,1263,3024,not_blocked
sam_IMG_0751.jpg,0,2358,1763,2201,3023,not_blocked
heon_IMG_1188.JPG,1,2550,938,1,2149,blocked
IMG_1923.JPG,4,1159,1174,3421,3024,not_blocked
heon_IMG_1382.JPG,2,1439,1421,3871,3024,not_blocked
john_IMG_1051.jpg,1,2143,1331,212,3024,not_blocked
heon_IMG_0884.JPG,1,1299,1550,169,3024,blocked
IMG_2020.JPG,1,3158,1173,960,3024,not_blocked
john_IMG_2233.jpg,1,2875,818,1,2123,not_blocked
sam_IMG_2314.JPG,3,1397,1066,331,3024,not_blocked
heon_IMG_1583.JPG,3,1413,1337,4032,2840,not_blocked
john_IMG_1918.jpg,1,2394,916,1,2154,blocked
john_IMG_2721.jpg,0,1626,962,4019,2415,not_blocked
john_IMG_2636.jpg,2,1752,1369,4032,2680,not_blocked
heon_IMG_0587.JPG,1,1828,1670,581,3024,not_blocked
sam_IMG_1647.jpg,0,2423,1501,2211,3024,not_blocked
heon_IMG_0722.JPG,1,2022,1707,1984,3024,not_blocked
john_IMG_1256.jpg,3,2174,1366,1,2659,not_blocked
heon_IMG_1469.JPG,2,2577,1611,3013,3024,not_blocked
heon_IMG_1347.JPG,0,1606,1324,4032,2852,not_blocked
IMG_1912.JPG,2,1034,989,4032,3019,not_blocked
john_IMG_2461.jpg,1,1990,1354,2031,3020,not_blocked
john_IMG_0598.jpg,2,1896,1246,470,3024,not_blocked
sam_IMG_0777.jpg,2,2224,1710,2139,3024,not_blocked
sam_IMG_0813.jpg,1,1931,1765,2773,3024,not_blocked
john_IMG_2493.jpg,1,1990,1374,2115,3024,not_blocked
heon_IMG_1057.JPG,1,2532,1101,1,2799,not_blocked
john_IMG_1030.jpg,2,2461,1392,1,2936,not_blocked
john_IMG_2766.jpg,1,1742,1393,2030,3024,not_blocked
sam_IMG_0796.jpg,2,1802,1819,1385,3024,not_blocked
heon_IMG_0572.JPG,0,1412,1716,1550,3024,blocked
IMG_1903.JPG,4,1911,170,2397,3024,not_blocked
john_IMG_0983.jpg,2,2010,1433,358,2360,not_blocked
sam_IMG_0676.jpg,2,1621,1463,136,2960,not_blocked
sam_IMG_2352.JPG,4,1562,1448,2264,3022,not_blocked
john_IMG_1046.jpg,2,2283,1170,547,3024,not_blocked
heon_IMG_1071.JPG,1,1529,884,2757,3024,not_blocked
john_IMG_1516.jpg,0,1586,1207,4032,2668,not_blocked
